PORTUGUESE SYLLABIFIED WORD LIST - COMPLETE (CAO FIXED)
Generated by Portuguese Syllabification Algorithm
Fixed: 'qu' words and 'cao' words now properly syllabified
============================================================
Format: ORIGINAL_WORD    syllabified-word
REVOLTADO            re-vol-ta-do
REVOLTANTE           re-vol-tan-te
REVOLTAR             re-vol-tar
REVOLTO              re-vol-to
REVOLTOSO            re-vol-to-so
REVOLUCAO            re-vo-lu-CAO
REVOLUCIONADO        re-vo-lu-ci-o-na-do
REVOLUCIONAR         re-vo-lu-ci-o-nar
REVOLUCIONARIO       re-vo-lu-ci-o-na-ri-o
REVOLUTEAR           re-vo-lu-te-ar
REVOLVER             re-vol-ver
REVOLVIDO            re-vol-vi-do
REZA                 re-za
REZADO               re-za-do
REZAR                re-zar
REZAS                re-zas
REZONEAMENTO         re-zo-ne-a-men-to
REZONEAR             re-zo-ne-ar
RH                   rh
RI                   ri
RIACHO               ri-a-cho
RIBALTA              ri-bal-ta
RIBANCEIRA           ri-ban-cei-ra
RIBEIRA              ri-bei-ra
RIBEIRAO             ri-bei-ra-o
RIBEIRINHO           ri-bei-ri-nho
RIBEIRO              ri-bei-ro
RIBOFLAVINA          ri-bo-fla-vi-na
RIBOMBAR             ri-bom-bar
RIBONUCLEICO         ri-bo-nu-clei-co
RIBOSSOMO            ri-bos-so-mo
RICACO               ri-ca-co
RICAS                ri-cas
RICINO               ri-ci-no
RICO                 ri-co
RICOCHETE            ri-co-che-te
RICOCHETEAR          ri-co-che-te-ar
RICOTA               ri-co-ta
RIDICULA             ri-di-cu-la
RIDICULARIZAR        ri-di-cu-la-ri-zar
RIDICULO             ri-di-cu-lo
RIFA                 ri-fa
RIFAR                ri-far
RIFLE                ri-fle
RIGEL                ri-gel
RIGIDEZ              ri-gi-dez
RIGIDO               ri-gi-do
RIGOR                ri-gor
RIGOROSIDADE         ri-go-ro-si-da-de
RIGOROSO             ri-go-ro-so
RIJO                 ri-jo
RIM                  rim
RIMA                 ri-ma
RIMADO               ri-ma-do
RIMAR                ri-mar
RIMAS                ri-mas
RIMEL                ri-mel
RINCAGEM             rin-ca-gem
RINCAR               rin-car
RINCHAR              rin-char
RINCHO               rin-cho
RINGUE               rin-gue
RINITE               ri-ni-te
RINOCERONTE          ri-no-ce-ron-te
RINQUE               rin-que
RINS                 rins
RIO                  RI-O
RIOS                 ri-os
RIQUEZA              riq-ue-za
RIQUIXA              riq-ui-xa
RIR                  rir
RISADA               ri-sa-da
RISCA                ris-ca
RISCADO              ris-ca-do
RISCAR               ris-car
RISCO                ris-co
RISCOS               ris-cos
RISIVEL              ri-si-vel
RISO                 ri-so
RISONHO              ri-so-nho
RISPIDEZ             ris-pi-dez
RISPIDO              ris-pi-do
RISSOLE              ris-so-le
RITMADO              rit-ma-do
RITMAR               rit-mar
RITMICO              rit-mi-co
RITMISTA             rit-mis-ta
RITMO                rit-mo
RITO                 ri-to
RITUAL               ri-tu-al
RITUALISMO           ri-tu-a-lis-mo
RITUALISTA           ri-tu-a-lis-ta
RITUALISTICO         ri-tu-a-lis-ti-co
RIVAL                ri-val
RIVALIDADE           ri-va-li-da-de
RIVALIZAR            ri-va-li-zar
RIXA                 ri-xa
RO                   ro
ROBALO               ro-ba-lo
ROBE                 ro-be
ROBO                 ro-bo
ROBOTIZACAO          ro-bo-ti-za-CAO
ROBOTIZAR            ro-bo-ti-zar
ROBUSTEZ             ro-bus-tez
ROBUSTO              ro-bus-to
ROCA                 ro-ca
ROCAMBOLE            ro-cam-bo-le
ROCAMBOLESCO         ro-cam-bo-les-co
ROCAR                ro-car
ROCHA                ro-cha
ROCHEDO              ro-che-do
ROCHOSO              ro-cho-so
ROCIM                ro-cim
ROCINANTE            ro-ci-nan-te
ROCK                 rock
ROCOCO               ro-co-co
RODA                 ro-da
RODADA               ro-da-da
RODADO               ro-da-do
RODAGEM              ro-da-gem
RODAPE               ro-da-pe
RODAR                ro-dar
RODAS                ro-das
RODEAMENTO           ro-de-a-men-to
RODEAR               ro-de-ar
RODEIO               ro-dei-o
RODELA               ro-de-la
RODESIANO            ro-de-si-a-no
RODIZIO              ro-di-zi-o
RODO                 ro-do
RODODENDRO           ro-do-den-dro
RODOMOCA             ro-do-mo-ca
RODOPIAR             ro-do-pi-ar
RODOPIO              ro-do-pi-o
RODOVIA              ro-do-vi-a
RODOVIARIA           ro-do-vi-a-ri-a
RODOVIARIO           ro-do-vi-a-ri-o
ROEDOR               ro-e-dor
ROEDORES             ro-e-do-res
ROENTGEN             ro-en-tgen
ROER                 ro-er
ROGADO               ro-ga-do
ROGANTE              ro-gan-te
ROGAR                ro-gar
ROGATORIA            ro-ga-to-ri-a
ROGATORIO            ro-ga-to-ri-o
ROGO                 ro-go
ROJAO                ro-ja-o
ROL                  rol
ROLA                 ro-la
ROLANTE              ro-lan-te
ROLAR                ro-lar
ROLDANA              rol-da-na
ROLETA               ro-le-ta
ROLHA                ro-lha
ROLICO               ro-li-co
ROLIMA               ro-li-ma
ROLINHA              ro-li-nha
ROLO                 ro-lo
ROM                  rom
ROMA                 ro-ma
ROMAN                ro-man
ROMANA               ro-ma-na
ROMANCE              ro-man-ce
ROMANCEADO           ro-man-ce-a-do
ROMANCEAR            ro-man-ce-ar
ROMANCEIRO           ro-man-cei-ro
ROMANCISMO           ro-man-cis-mo
ROMANCISTA           ro-man-cis-ta
ROMANO               ro-ma-no
ROMANTICO            ro-man-ti-co
ROMANTISMO           ro-man-tis-mo
ROMARIA              ro-ma-ri-a
ROMBICO              rom-bi-co
ROMBO                rom-bo
ROMBOIDAL            rom-boi-dal
ROMBOIDE             rom-boi-de
ROMEIRO              ro-mei-ro
ROMENO               ro-me-no
ROMPANTE             rom-pan-te
ROMPER               rom-per
ROMPIMENTO           rom-pi-men-to
RONCAR               ron-car
RONCO                ron-co
RONDA                ron-da
RONDAR               ron-dar
RONDONIANO           ron-do-ni-a-no
RONDONIENSE          ron-do-ni-en-se
RONROM               ron-rom
RONRONANTE           ron-ro-nan-te
RONRONAR             ron-ro-nar
ROQUE                roq-ue
ROQUEFORT            roq-ue-for-t
ROQUEIRO             roq-uei-ro
RORAIMENSE           ro-rai-men-se
RORQUAL              ror-qual
ROSA                 ro-sa
ROSACEA              ro-sa-ce-a
ROSACEO              ro-sa-ce-o
ROSADO               ro-sa-do
ROSARIO              ro-sa-ri-o
ROSAS                ro-sas
ROSBIFE              ros-bi-fe
ROSCA                ros-ca
ROSEIRA              ro-sei-ra
ROSEIRAL             ro-sei-ral
ROSEO                ro-se-o
ROSICLER             ro-si-cler
ROSNADO              ros-na-do
ROSNAR               ros-nar
ROSQUEADO            ros-que-a-do
ROSQUEAR             ros-que-ar
ROSQUINHA            ros-qui-nha
ROSTO                ros-to
ROTA                 ro-ta
ROTACAO              ro-ta-CAO
ROTACIONAL           ro-ta-ci-o-nal
ROTACISMO            ro-ta-cis-mo
ROTARIANO            ro-ta-ri-a-no
ROTATIVA             ro-ta-ti-va
ROTATIVIDADE         ro-ta-ti-vi-da-de
ROTATIVO             ro-ta-ti-vo
ROTEIRISTA           ro-tei-ris-ta
ROTEIRO              ro-tei-ro
ROTINA               ro-ti-na
ROTINEIRO            ro-ti-nei-ro
ROTISSERIA           ro-tis-se-ri-a
ROTOR                ro-tor
ROTULA               ro-tu-la
ROTULACAO            ro-tu-la-CAO
ROTULADO             ro-tu-la-do
ROTULAGEM            ro-tu-la-gem
ROTULAR              ro-tu-lar
ROTULO               ro-tu-lo
ROTUNDIDADE          ro-tun-di-da-de
ROTUNDO              ro-tun-do
ROUBADO              rou-ba-do
ROUBALHEIRA          rou-ba-lhei-ra
ROUBAR               rou-bar
ROUBO                rou-bo
ROUCO                rou-co
ROUND                roun-d
ROUPA                rou-pa
ROUPAGEM             rou-pa-gem
ROUPAO               rou-pa-o
ROUPAS               rou-pas
ROUPEIRO             rou-pei-ro
ROUQUIDAO            rouq-ui-da-o
ROUXINOL             rou-xi-nol
ROXO                 ro-xo
ROYAL                ro-yal
RU                   ru
RUA                  ru-a
RUANDES              ru-an-des
RUAS                 ru-as
RUBEOLA              ru-be-o-la
RUBI                 ru-bi
RUBIDIO              ru-bi-di-o
RUBLO                ru-blo
RUBOR                ru-bor
RUBORIZAR            ru-bo-ri-zar
RUBRICA              ru-bri-ca
RUBRICAR             ru-bri-car
RUBRO                ru-bro
RUCO                 ru-co
RUCULA               ru-cu-la
RUDE                 ru-de
RUDEZA               ru-de-za
RUDIMENTAR           ru-di-men-tar
RUDIMENTO            ru-di-men-to
RUDIMENTOS           ru-di-men-tos
RUEIRO               ru-ei-ro
RUELA                ru-e-la
RUFAR                ru-far
RUFIAO               ru-fi-a-o
RUFO                 ru-fo
RUGA                 ru-ga
RUGBI                rug-bi
RUGE                 ru-ge
RUGIDO               ru-gi-do
RUGIR                ru-gir
RUGOSIDADE           ru-go-si-da-de
RUGOSO               ru-go-so
RUIBARBO             rui-bar-bo
RUIDO                rui-do
RUIDOSO              rui-do-so
RUIM                 ruim
RUINA                rui-na
RUINAS               rui-nas
RUINDADE             ruin-da-de
RUINS                ruin-s
RUIR                 ruir
RUIVO                rui-vo
RULE                 ru-le
RUM                  rum
RUMAR                ru-mar
RUMBA                rum-ba
RUMBEIRO             rum-bei-ro
RUMINACAO            ru-mi-na-CAO
RUMINANTE            ru-mi-nan-te
RUMINAR              ru-mi-nar
RUMO                 ru-mo
RUMOR                ru-mor
RUMOREJANTE          ru-mo-re-jan-te
RUMOREJAR            ru-mo-re-jar
RUMOREJO             ru-mo-re-jo
RUMOROSO             ru-mo-ro-so
RUNA                 ru-na
RUNICO               ru-ni-co
RUPESTRE             ru-pest-re
RUPIA                ru-pi-a
RUPTURA              rup-tu-ra
RURAL                ru-ral
RUSGA                rus-ga
RUSH                 rush
RUSSIA               rus-si-a
RUSSO                rus-so
RUSTICO              rus-ti-co
RUTENIO              ru-te-ni-o
RUTHERFORDIO         rut-her-for-di-o
RUTILANCIA           ru-ti-lan-ci-a
RUTILANTE            ru-ti-lan-te
RUTILAR              ru-ti-lar
S.O.S.               sos
SA                   sa
SAARIANO             sa-a-ri-a-no
SABADO               sa-ba-do
SABAO                sa-ba-o
SABATICO             sa-ba-ti-co
SABATINA             sa-ba-ti-na
SABEDOR              sa-be-dor
SABEDORIA            sa-be-do-ri-a
SABER                sa-ber
SABIA                sa-bi-a
SABICHAO             sa-bi-cha-o
SABIDO               sa-bi-do
SABIO                sa-bi-o
SABONETE             sa-bo-ne-te
SABONETEIRA          sa-bo-ne-tei-ra
SABOR                sa-bor
SABOREAR             sa-bo-re-ar
SABOROSO             sa-bo-ro-so
SABOTAGEM            sa-bo-ta-gem
SABOTAR              sa-bo-tar
SABRE                sa-bre
SABUGO               sa-bu-go
SABUJO               sa-bu-jo
SACA                 sa-ca
SACAL                sa-cal
SACANA               sa-ca-na
SACANAGEM            sa-ca-na-gem
SACANEAR             sa-ca-ne-ar
SACAR                sa-car
SACARICAR            sa-ca-ri-car
SACARIDEO            sa-ca-ri-de-o
SACARINA             sa-ca-ri-na
SACAROSE             sa-ca-ro-se
SACERDOCIO           sa-cer-do-ci-o
SACERDOTAL           sa-cer-do-tal
SACERDOTE            sa-cer-do-te
SACERDOTISA          sa-cer-do-ti-sa
SACHE                sa-che
SACI                 sa-ci
SACIADO              sa-ci-a-do
SACIAR               sa-ci-ar
SACIAVEL             sa-ci-a-vel
SACO                 sa-co
SACOLA               sa-co-la
SACOLEJAR            sa-co-le-jar
SACOLEJO             sa-co-le-jo
SACRAMENTADO         sa-cra-men-ta-do
SACRAMENTAL          sa-cra-men-tal
SACRAMENTAR          sa-cra-men-tar
SACRAMENTO           sa-cra-men-to
SACRIFICAR           sa-cri-fi-car
SACRIFICIO           sa-cri-fi-ci-o
SACRILEGIO           sa-cri-le-gi-o
SACRILEGO            sa-cri-le-go
SACRISTAO            sa-cris-ta-o
SACRISTIA            sa-cris-ti-a
SACRO                sa-cro
SACROSSANTO          sa-cros-san-to
SACUDIDA             sa-cu-di-da
SACUDIDELA           sa-cu-di-de-la
SACUDIDO             sa-cu-di-do
SACUDIR              sa-cu-dir
SADICO               sa-di-co
SADIO                sa-di-o
SADISMO              sa-dis-mo
SADISTA              sa-dis-ta
SADOMASOQUISMO       sa-do-ma-soq-uis-mo
SADOMASOQUISTA       sa-do-ma-soq-uis-ta
SAFA                 sa-fa
SAFADEZA             sa-fa-de-za
SAFADO               sa-fa-do
SAFANAO              sa-fa-na-o
SAFAR                sa-far
SAFARDANA            sa-far-da-na
SAFARI               sa-fa-ri
SAFENA               sa-fe-na
SAFENADO             sa-fe-na-do
SAFIRA               sa-fi-ra
SAFRA                sa-fra
SAGA                 sa-ga
SAGACIDADE           sa-ga-ci-da-de
SAGAZ                sa-gaz
SAGITARIANO          sa-gi-ta-ri-a-no
SAGITARIO            sa-gi-ta-ri-o
SAGRACAO             sa-gra-CAO
SAGRADA              sa-gra-da
SAGRADO              sa-gra-do
SAGRADOS             sa-gra-dos
SAGRAR               sa-grar
SAGU                 sa-gu
SAGUAO               sag-ua-o
SAGUI                sag-ui
SAIA                 sai-a
SAIBRO               sai-bro
SAIDA                sai-da
SAIDEIRA             sai-dei-ra
SAIDO                sai-do
SAIOTE               sai-o-te
SAIR                 sair
SAIS                 sais
SAL                  sal
SALA                 sa-la
SALADA               sa-la-da
SALADEIRA            sa-la-dei-ra
SALAFRARIO           sa-la-fra-ri-o
SALAMALEQUE          sa-la-ma-leq-ue
SALAMANDRA           sa-la-man-dra
SALAME               sa-la-me
SALAMINHO            sa-la-mi-nho
SALAO                sa-la-o
SALARIAL             sa-la-ri-al
SALARIO              sa-la-ri-o
SALAZARISMO          sa-la-za-ris-mo
SALAZARISTA          sa-la-za-ris-ta
SALDADO              sal-da-do
SALDAR               sal-dar
SALDO                sal-do
SALEIRO              sa-lei-ro
SALESIANO            sa-le-si-a-no
SALETA               sa-le-ta
SALGADA              sal-ga-da
SALGADINHOS          sal-ga-di-nhos
SALGADO              sal-ga-do
SALGADOS             sal-ga-dos
SALGAR               sal-gar
SALGUEIRO            sal-guei-ro
SALIENCIA            sa-li-en-ci-a
SALIENTAR            sa-li-en-tar
SALIENTE             sa-li-en-te
SALINA               sa-li-na
SALINIDADE           sa-li-ni-da-de
SALINO               sa-li-no
SALITRE              sa-li-tre
SALIVA               sa-li-va
SALIVACAO            sa-li-va-CAO
SALIVAR              sa-li-var
SALMAO               sal-ma-o
SALMISTA             sal-mis-ta
SALMO                sal-mo
SALMONELA            sal-mo-ne-la
SALMONELOSE          sal-mo-ne-lo-se
SALMOURA             sal-mou-ra
SALOMONICO           sa-lo-mo-ni-co
SALONISMO            sa-lo-nis-mo
SALONISTA            sa-lo-nis-ta
SALPICADO            sal-pi-ca-do
SALPICAO             sal-pi-CAO
SALPICAR             sal-pi-car
SALSA                sal-sa
SALSAO               sal-sa-o
SALSICHA             sal-si-cha
SALSICHARIA          sal-si-cha-ri-a
SALSINHA             sal-si-nha
SALTADO              sal-ta-do
SALTAR               sal-tar
SALTEADOR            sal-te-a-dor
SALTEAR              sal-te-ar
SALTIMBANCO          sal-tim-ban-co
SALTITANTE           sal-ti-tan-te
SALTITAR             sal-ti-tar
SALTO                sal-to
SALTOS               sal-tos
SALUBRE              sa-lu-bre
SALUBRIDADE          sa-lu-bri-da-de
SALUTAR              sa-lu-tar
SALVA                sal-va
SALVACAO             sal-va-CAO
SALVADOR             sal-va-dor
SALVADORENHO         sal-va-do-re-nho
SALVAGEM             sal-va-gem
SALVAGUARDA          sal-vag-uar-da
SALVAGUARDAR         sal-vag-uar-dar
SALVAMENTO           sal-va-men-to
SALVAR               sal-var
SALVE                sal-ve
SALVO                sal-vo
SAMAMBAIA            sa-mam-bai-a
SAMARIO              sa-ma-ri-o
SAMARITANO           sa-ma-ri-ta-no
SAMBA                sam-ba
SAMBAR               sam-bar
SAMBISTA             sam-bis-ta
SAMBODROMO           sam-bo-dro-mo
SAMISEM              sa-mi-sem
SAMOANO              sa-mo-a-no
SAMOIEDICO           sa-moi-e-di-co
SAMOIEDO             sa-moi-e-do
SAMOVAR              sa-mo-var
SAMURAI              sa-mu-rai
SANAR                sa-nar
SANATORIO            sa-na-to-ri-o
SANCAO               san-CAO
SANCIONADO           san-ci-o-na-do
SANCIONAR            san-ci-o-nar
SANCTUS              san-ctus
SANDALIA             san-da-li-a
SANDALO              san-da-lo
SANDICE              san-di-ce
SANDINISTA           san-di-nis-ta
SANDUICHE            san-dui-che
SANEADO              sa-ne-a-do
SANEADOR             sa-ne-a-dor
SANEAMENTO           sa-ne-a-men-to
SANEAR               sa-ne-ar
SANEAVEL             sa-ne-a-vel
SANFONA              san-fo-na
SANFONEIRO           san-fo-nei-ro
SANGRADO             san-gra-do
SANGRADURA           san-gra-du-ra
SANGRAR              san-grar
SANGRENTO            san-gren-to
SANGRIA              san-gri-a
SANGUE               san-gue
SANGUESSUGA          san-gues-su-ga
SANGUINARIO          san-gui-na-ri-o
SANGUINEA            san-gui-ne-a
SANGUINEO            san-gui-ne-o
SANGUINOLENTO        san-gui-no-len-to
SANHA                sa-nha
SANIDADE             sa-ni-da-de
SANITARIA            sa-ni-ta-ri-a
SANITARIO            sa-ni-ta-ri-o
SANITARISTA          sa-ni-ta-ris-ta
SANSCRITICO          san-sc-ri-ti-co
SANSCRITO            san-sc-ri-to
SANSEI               san-sei
SANTA                san-ta
SANTIDADE            san-ti-da-de
SANTIFICACAO         san-ti-fi-ca-CAO
SANTIFICADO          san-ti-fi-ca-do
SANTIFICAR           san-ti-fi-car
SANTISSIMA           san-tis-si-ma
SANTISTA             san-tis-ta
SANTO                san-to
SANTUARIO            san-tu-a-ri-o
SAO                  sa-o
SAPATAO              sa-pa-ta-o
SAPATARIA            sa-pa-ta-ri-a
SAPATEADO            sa-pa-te-a-do
SAPATEADOR           sa-pa-te-a-dor
SAPATEIRO            sa-pa-tei-ro
SAPATILHA            sa-pa-ti-lha
SAPATO               sa-pa-to
SAPE                 sa-pe
SAPEAR               sa-pe-ar
SAPECA               sa-pe-ca
SAPIENCIA            sa-pi-en-ci-a
SAPIENS              sa-pi-en-s
SAPINHO              sa-pi-nho
SAPO                 sa-po
SAQUE                saq-ue
SAQUEAR              saq-ue-ar
SARABANDA            sa-ra-ban-da
SARACOTEAMENTO       sa-ra-co-te-a-men-to
SARACOTEAR           sa-ra-co-te-ar
SARACOTEIO           sa-ra-co-tei-o
SARADO               sa-ra-do
SARAIVA              sa-rai-va
SARAIVADA            sa-rai-va-da
SARAMPO              sa-ram-po
SARAPATEL            sa-ra-pa-tel
SARAPINTADO          sa-ra-pin-ta-do
SARAPINTAR           sa-ra-pin-tar
SARAR                sa-rar
SARARA               sa-ra-ra
SARAU                sa-rau
SARAVA               sa-ra-va
SARCASMO             sar-cas-mo
SARCASTICO           sar-cas-ti-co
SARCOFAGO            sar-co-fa-go
SARCOMA              sar-co-ma
SARDA                sar-da
SARDENTO             sar-den-to
SARDINHA             sar-di-nha
SARDO                sar-do
SARGACO              sar-ga-co
SARGENTO             sar-gen-to
SARI                 sa-ri
SARJETA              sar-je-ta
SARNA                sar-na
SARNENTO             sar-nen-to
SARONGUE             sa-ron-gue
SARRACENO            sar-ra-ce-no
SARRAFADA            sar-ra-fa-da
SARRAFADAS           sar-ra-fa-das
SARRAFO              sar-ra-fo
SARRO                sar-ro
SARTRIANO            sar-tri-a-no
SATA                 sa-ta
SATANAS              sa-ta-nas
SATANICO             sa-ta-ni-co
SATANISMO            sa-ta-nis-mo
SATANISTA            sa-ta-nis-ta
SATELITE             sa-te-li-te
SATELITES            sa-te-li-tes
SATIRA               sa-ti-ra
SATIRIASE            sa-ti-ri-a-se
SATIRICO             sa-ti-ri-co
SATIRISTA            sa-ti-ris-ta
SATIRIZAR            sa-ti-ri-zar
SATIRO               sa-ti-ro
SATISFACAO           sa-tis-fa-CAO
SATISFATORIAMENTE    sa-tis-fa-to-ri-a-men-te
SATISFATORIO         sa-tis-fa-to-ri-o
SATISFAZ             sa-tis-faz
SATISFAZER           sa-tis-fa-zer
SATISFEITO           sa-tis-fei-to
SATRAPA              sa-tra-pa
SATURACAO            sa-tu-ra-CAO
SATURADO             sa-tu-ra-do
SATURAR              sa-tu-rar
SATURNO              sa-tur-no
SAUDACAO             sau-da-CAO
SAUDADE              sau-da-de
SAUDAR               sau-dar
SAUDAVEL             sau-da-vel
SAUDE                sau-de
SAUDITA              sau-di-ta
SAUDOSISMO           sau-do-sis-mo
SAUDOSISTA           sau-do-sis-ta
SAUDOSO              sau-do-so
SAUNA                sau-na
SAURIO               sau-ri-o
SAUSSURIANO          saus-su-ri-a-no
SAUVA                sau-va
SAVANA               sa-va-na
SAVEIRO              sa-vei-ro
SAX                  sax
SAXAO                sa-xa-o
SAXOFONE             sa-xo-fo-ne
SAXOFONISTA          sa-xo-fo-nis-ta
SAZONADO             sa-zo-na-do
SAZONAL              sa-zo-nal
SC                   sc
SCANNER              scan-ner
SCHERZO              scher-zo
SCREEN               scre-en
SCRIPT               script
SE                   se
SEARA                se-a-ra
SEBACEA              se-ba-ce-a
SEBACEO              se-ba-ce-o
SEBE                 se-be
SEBO                 se-bo
SEBORREIA            se-bor-rei-a
SECA                 se-ca
SECANTE              se-can-te
SECAO                SE-CAO
SECAR                se-car
SECESSAO             se-ces-sa-o
SECO                 se-co
SECOS                se-cos
SECRECAO             se-cre-CAO
SECRETARIA           se-cre-ta-ri-a
SECRETARIADO         se-cre-ta-ri-a-do
SECRETARIAR          se-cre-ta-ri-ar
SECRETARIO           se-cre-ta-ri-o
SECRETO              se-cre-to
SECTARIO             sec-ta-ri-o
SECTARISMO           sec-ta-ris-mo
SECULAR              se-cu-lar
SECULARIZACAO        se-cu-la-ri-za-CAO
SECULARIZAR          se-cu-la-ri-zar
SECULO               se-cu-lo
SECUNDAR             se-cun-dar
SECUNDARIA           se-cun-da-ri-a
SECUNDARIO           se-cun-da-ri-o
SECUNDARISTA         se-cun-da-ris-ta
SECURA               se-cu-ra
SEDA                 se-da
SEDAN                se-dan
SEDAR                se-dar
SEDATIVO             se-da-ti-vo
SEDE                 se-de
SEDENTARIO           se-den-ta-ri-o
SEDENTO              se-den-to
SEDIADO              se-di-a-do
SEDIMENTACAO         se-di-men-ta-CAO
SEDIMENTADO          se-di-men-ta-do
SEDIMENTAR           se-di-men-tar
SEDIMENTO            se-di-men-to
SEDOSO               se-do-so
SEDUCAO              se-du-CAO
SEDUTOR              se-du-tor
SEDUZIR              se-du-zir
SEFARDIM             se-far-dim
SEGMENTACAO          seg-men-ta-CAO
SEGMENTADO           seg-men-ta-do
SEGMENTAR            seg-men-tar
SEGMENTO             seg-men-to
SEGREDAR             se-gre-dar
SEGREDO              se-gre-do
SEGREGACAO           se-gre-ga-CAO
SEGREGACIONISMO      se-gre-ga-ci-o-nis-mo
SEGREGACIONISTA      se-gre-ga-ci-o-nis-ta
SEGREGAR             se-gre-gar
SEGUEM               seg-uem
SEGUIDO              seg-ui-do
SEGUIDOR             seg-ui-dor
SEGUIDORES           seg-ui-do-res
SEGUIMENTO           seg-ui-men-to
SEGUINTE             seg-uin-te
SEGUIR               seg-uir
SEGUNDA              se-gun-da
SEGUNDANISTA         se-gun-da-nis-ta
SEGUNDAR             se-gun-dar
SEGUNDO              se-gun-do
SEGURADO             se-gu-ra-do
SEGURADOR            se-gu-ra-dor
SEGURADORA           se-gu-ra-do-ra
SEGURANCA            se-gu-ran-ca
SEGURAR              se-gu-rar
SEGURO               se-gu-ro
SEIO                 sei-o
SEIS                 seis
SEISCENTISMO         seis-cen-tis-mo
SEISCENTISTA         seis-cen-tis-ta
SEISCENTOS           seis-cen-tos
SEITA                sei-ta
SEIVA                sei-va
SEIXO                sei-xo
SEJA                 se-ja
SELA                 se-la
SELADO               se-la-do
SELAR                se-lar
SELECAO              se-le-CAO
SELECIONADO          se-le-ci-o-na-do
SELECIONAR           se-le-ci-o-nar
SELENIO              se-le-ni-o
SELENITA             se-le-ni-ta
SELETA               se-le-ta
SELETIVO             se-le-ti-vo
SELETO               se-le-to
SELETOR              se-le-tor
SELIM                se-lim
SELO                 se-lo
SELVA                sel-va
SELVAGEM             sel-va-gem
SELVAGERIA           sel-va-ge-ri-a
SELVAS               sel-vas
SEM                  sem
SEMA                 se-ma
SEMAFORO             se-ma-fo-ro
SEMANA               se-ma-na
SEMANAL              se-ma-nal
SEMANARIO            se-ma-na-ri-o
SEMANCOL             se-man-col
SEMANTICA            se-man-ti-ca
SEMANTICO            se-man-ti-co
SEMBLANTE            sem-blan-te
SEMEADO              se-me-a-do
SEMEADURA            se-me-a-du-ra
SEMEAR               se-me-ar
SEMELHANCA           se-me-lhan-ca
SEMELHANTE           se-me-lhan-te
SEMEN                se-men
SEMENTE              se-men-te
SEMESTRAL            se-mest-ral
SEMESTRALIDADE       se-mest-ra-li-da-de
SEMESTRE             se-mest-re
SEMIBREVE            se-mi-bre-ve
SEMICIRCULAR         se-mi-cir-cu-lar
SEMICIRCULO          se-mi-cir-cu-lo
SEMICIRCUNFERENCIA   se-mi-cir-cun-fe-ren-ci-a
SEMICOLCHEIA         se-mi-col-chei-a
SEMICONDUTOR         se-mi-con-du-tor
SEMIDESERTICO        se-mi-de-ser-ti-co
SEMIDEUS             se-mi-deus
SEMIDEUSA            se-mi-deu-sa
SEMIFINAL            se-mi-fi-nal
SEMIFINALISTA        se-mi-fi-na-lis-ta
SEMIFUSA             se-mi-fu-sa
SEMIMORTO            se-mi-mor-to
SEMINARIO            se-mi-na-ri-o
SEMINARISTA          se-mi-na-ris-ta
SEMINIMA             se-mi-ni-ma
SEMINU               se-mi-nu
SEMIOLOGIA           se-mi-o-lo-gi-a
SEMIOLOGICO          se-mi-o-lo-gi-co
SEMIOTICA            se-mi-o-ti-ca
SEMIPRECIOSA         se-mi-pre-ci-o-sa
SEMITA               se-mi-ta
SEMITICO             se-mi-ti-co
SEMITISMO            se-mi-tis-mo
SEMIVOGAL            se-mi-vo-gal
SEMOLA               se-mo-la
SEMOLINA             se-mo-li-na
SEMPRE               sem-pre
SENA                 se-na
SENADO               se-na-do
SENADOR              se-na-dor
SENAO                se-na-o
SENATORIAL           se-na-to-ri-al
SENDA                sen-da
SENDO                sen-do
SENEGALES            se-ne-ga-les
SENHA                se-nha
SENHOR               se-nhor
SENHORA              se-nho-ra
SENHORIA             se-nho-ri-a
SENHORIAL            se-nho-ri-al
SENHORIL             se-nho-ril
SENHORITA            se-nho-ri-ta
SENIL                se-nil
SENILIDADE           se-ni-li-da-de
SENIOR               se-ni-or
SENO                 se-no
SENOIDAL             se-noi-dal
SENOIDE              se-noi-de
SENSACAO             sen-sa-CAO
SENSACIONAL          sen-sa-ci-o-nal
SENSACIONALISMO      sen-sa-ci-o-na-lis-mo
SENSACIONALISTA      sen-sa-ci-o-na-lis-ta
SENSATEZ             sen-sa-tez
SENSATO              sen-sa-to
SENSIBILIDADE        sen-si-bi-li-da-de
SENSIBILIZACAO       sen-si-bi-li-za-CAO
SENSIBILIZADO        sen-si-bi-li-za-do
SENSIBILIZAR         sen-si-bi-li-zar
SENSITIVIDADE        sen-si-ti-vi-da-de
SENSITIVO            sen-si-ti-vo
SENSIVEL             sen-si-vel
SENSO                sen-so
SENSOR               sen-sor
SENSORIAL            sen-so-ri-al
SENSUAL              sen-su-al
SENSUALIDADE         sen-su-a-li-da-de
SENTADA              sen-ta-da
SENTADO              sen-ta-do
SENTAR               sen-tar
SENTENCA             sen-ten-ca
SENTENCIADO          sen-ten-ci-a-do
SENTENCIAR           sen-ten-ci-ar
SENTIDO              sen-ti-do
SENTIMENTAL          sen-ti-men-tal
SENTIMENTO           sen-ti-men-to
SENTIMENTOS          sen-ti-men-tos
SENTINELA            sen-ti-ne-la
